job_id,company_name,job_title,job_location,job_language
602,Hubert Burda Media                 ,Fullstack Software Engineer (m/f/d) Python at Netdoktor," München, Deutschland                ","['python', 'django', 'sass', 'javascript', 'xss']"
603,Hubert Burda Media                 ,Backend Developer (m/f/d) at Netdoktor," München, Deutschland                ","['python', 'django', 'docker', 'sql', 'nosql']"
604,ioki GmbH                 ,Senior Backend Software Developer ioki (f/m/d)," Frankfurt am Main, Deutschland                ","['ruby-on-rails', 'ruby', 'api']"
605,Backtracks                 ,Senior Front End Software Developer," Austin, TX                ","['javascript', 'vue.js', 'ecmascript-6', 'node.js', 'typescript']"
606,Axess AG                 ,SOFTWARE ENGINEER FOR QUALITY ASSURANCE (m/f/x)," Anif, Österreich                ","['qa', 'testing', 'api', 'sql', 'automated-tests']"
607,Miss Moneypenny Technologies GmbH                 ,Software Engineer (f/m/d) - Mobile Wallet and Automation SaaS," Berlin, Deutschland                ","['reactjs', 'saas', 'postgresql']"
608,iubenda                 ,Senior Back-end Developer (Remote)," Milan, Italy                ","['kubernetes', 'ruby-on-rails', 'postgresql', 'ruby', 'mysql']"
609,Smartlane GmbH                 ,Backend Engineer (m/f/d)," München, Germany                ","['python', 'postgresql', 'flask', 'docker', 'kubernetes']"
610,Serrala                 ,Java Backend Developer (m/f/d)," Hamburg, Deutschland                ","['java', 'spring', 'java-ee', 'hibernate', 'kubernetes']"
611,Service Power                         ,Java Software Engineer," Stockport, UK                ","['java', 'j2ee', 'spring', 'jquery', 'javascript']"
612,ByteDance                 ,"Backend Software Engineer, Machine Learning Systems", Singapore                ,"['python', 'golang', 'tensorflow', 'kubernetes', 'pytorch']"
613,"Lead Sherpa, Inc.                 ",VP of Engineering for Profitable SaaS," Denver, CO                ","['django', 'python', 'reactjs', 'postgresql', 'javascript']"
614,Delicious Data GmbH                 ,Backend Engineer (m/f/d)," München, Deutschland                ","['django', 'postgresql', 'redis']"
615,GeoPhy                 ,Senior Full-Stack PHP Developer," Den Haag, Netherlands                ","['php', 'amazon-web-services', 'vue.js', 'laravel', 'postgresql']"
616,BetterDoc                 ,"Mid-Level Developer (Elixir / Ruby) - Backend, Frontend and beyond"," Cologne, Germany                ","['elixir', 'ruby-on-rails', 'kubernetes', 'microservices', 'amazon-web-services']"
617,sonnen GmbH                 ,Python Backend Developer (m/w/d)," Wildpoldsried, Deutschland                ","['python', 'django', 'postgresql', 'devops', 'aws-lambda']"
618,Motius GmbH                 ,Cluster Lead Backend Engineering (m/f/d)," München, Deutschland                ","['python', 'django', 'node.js', 'docker', 'amazon-web-services']"
619,travel audience GmbH                 ,(Senior) Backend Engineer at the leading data-driven travel Advertising platform," Berlin, Germany                ","['go', 'cloud', 'postgresql', 'kubernetes', 'grpc']"
620,Leica Geosystems AG                 ,Senior Backend Software Developer (f/m/d)," Zug, Schweiz                ","['machine-learning', 'c#', 'python', 'javascript', 'linux']"
621,Digital Masterplanning                 ,Full Stack Java Script Pro...Who Wants to Dent the Universe, No office location                ,"['javascript', 'vue.js', 'twitter-bootstrap', 'amazon-web-services', 'node.js']"
622,"Lead Sherpa, Inc.                 ",Full Stack Python / Django / React Dev for Awesome Saas," Denver, CO                ","['django', 'reactjs', 'python', 'postgresql', 'javascript']"
623,"Zeplin, Inc                 ","Software Engineer, Developer Experience (API and webhooks)"," San Francisco, CA                ","['api', 'node.js', 'javascript', 'sdk', 'webhooks']"
624,Lastmile Retail                 ,Senior Full-Stack Developer, No office location                ,"['django', 'vue.js', 'amazon-web-services']"
625,Pliancy                 ,Principal Full Stack Engineer," Palo Alto, CA                ","['node.js', 'typescript', 'nestjs', 'vue.js', 'google-cloud-platform']"
626,Hyperscience                 ,Senior Software Engineer - Backend," Sofia, Bulgaria                ","['python', 'django', 'api', 'relational-database']"
627,Hubert Burda Media                 ,Fullstack Software Engineer (m/f/d) Python at Netdoktor," München, Deutschland                ","['python', 'django', 'sass', 'javascript', 'xss']"
628,Hubert Burda Media                 ,Backend Developer (m/f/d) at Netdoktor," München, Deutschland                ","['python', 'django', 'docker', 'sql', 'nosql']"
629,ioki GmbH                 ,Senior Backend Software Developer ioki (f/m/d)," Frankfurt am Main, Deutschland                ","['ruby-on-rails', 'ruby', 'api']"
630,Backtracks                 ,Senior Front End Software Developer," Austin, TX                ","['javascript', 'vue.js', 'ecmascript-6', 'node.js', 'typescript']"
631,Axess AG                 ,SOFTWARE ENGINEER FOR QUALITY ASSURANCE (m/f/x)," Anif, Österreich                ","['qa', 'testing', 'api', 'sql', 'automated-tests']"
632,Miss Moneypenny Technologies GmbH                 ,Software Engineer (f/m/d) - Mobile Wallet and Automation SaaS," Berlin, Deutschland                ","['reactjs', 'saas', 'postgresql']"
633,iubenda                 ,Senior Back-end Developer (Remote)," Milan, Italy                ","['kubernetes', 'ruby-on-rails', 'postgresql', 'ruby', 'mysql']"
634,Smartlane GmbH                 ,Backend Engineer (m/f/d)," München, Germany                ","['python', 'postgresql', 'flask', 'docker', 'kubernetes']"
635,Serrala                 ,Java Backend Developer (m/f/d)," Hamburg, Deutschland                ","['java', 'spring', 'java-ee', 'hibernate', 'kubernetes']"
636,Service Power                         ,Java Software Engineer," Stockport, UK                ","['java', 'j2ee', 'spring', 'jquery', 'javascript']"
637,ByteDance                 ,"Backend Software Engineer, Machine Learning Systems", Singapore                ,"['python', 'golang', 'tensorflow', 'kubernetes', 'pytorch']"
638,"Lead Sherpa, Inc.                 ",VP of Engineering for Profitable SaaS," Denver, CO                ","['django', 'python', 'reactjs', 'postgresql', 'javascript']"
639,Delicious Data GmbH                 ,Backend Engineer (m/f/d)," München, Deutschland                ","['django', 'postgresql', 'redis']"
640,GeoPhy                 ,Senior Full-Stack PHP Developer," Den Haag, Netherlands                ","['php', 'amazon-web-services', 'vue.js', 'laravel', 'postgresql']"
641,BetterDoc                 ,"Mid-Level Developer (Elixir / Ruby) - Backend, Frontend and beyond"," Cologne, Germany                ","['elixir', 'ruby-on-rails', 'kubernetes', 'microservices', 'amazon-web-services']"
642,sonnen GmbH                 ,Python Backend Developer (m/w/d)," Wildpoldsried, Deutschland                ","['python', 'django', 'postgresql', 'devops', 'aws-lambda']"
643,Motius GmbH                 ,Cluster Lead Backend Engineering (m/f/d)," München, Deutschland                ","['python', 'django', 'node.js', 'docker', 'amazon-web-services']"
644,travel audience GmbH                 ,(Senior) Backend Engineer at the leading data-driven travel Advertising platform," Berlin, Germany                ","['go', 'cloud', 'postgresql', 'kubernetes', 'grpc']"
645,Leica Geosystems AG                 ,Senior Backend Software Developer (f/m/d)," Zug, Schweiz                ","['machine-learning', 'c#', 'python', 'javascript', 'linux']"
646,Digital Masterplanning                 ,Full Stack Java Script Pro...Who Wants to Dent the Universe, No office location                ,"['javascript', 'vue.js', 'twitter-bootstrap', 'amazon-web-services', 'node.js']"
647,"Lead Sherpa, Inc.                 ",Full Stack Python / Django / React Dev for Awesome Saas," Denver, CO                ","['django', 'reactjs', 'python', 'postgresql', 'javascript']"
648,"Zeplin, Inc                 ","Software Engineer, Developer Experience (API and webhooks)"," San Francisco, CA                ","['api', 'node.js', 'javascript', 'sdk', 'webhooks']"
649,Lastmile Retail                 ,Senior Full-Stack Developer, No office location                ,"['django', 'vue.js', 'amazon-web-services']"
650,Pliancy                 ,Principal Full Stack Engineer," Palo Alto, CA                ","['node.js', 'typescript', 'nestjs', 'vue.js', 'google-cloud-platform']"
651,Hyperscience                 ,Senior Software Engineer - Backend," Sofia, Bulgaria                ","['python', 'django', 'api', 'relational-database']"
652,Hubert Burda Media                 ,Fullstack Software Engineer (m/f/d) Python at Netdoktor," München, Deutschland                ","['python', 'django', 'sass', 'javascript', 'xss']"
653,Hubert Burda Media                 ,Backend Developer (m/f/d) at Netdoktor," München, Deutschland                ","['python', 'django', 'docker', 'sql', 'nosql']"
654,ioki GmbH                 ,Senior Backend Software Developer ioki (f/m/d)," Frankfurt am Main, Deutschland                ","['ruby-on-rails', 'ruby', 'api']"
655,Backtracks                 ,Senior Front End Software Developer," Austin, TX                ","['javascript', 'vue.js', 'ecmascript-6', 'node.js', 'typescript']"
656,Axess AG                 ,SOFTWARE ENGINEER FOR QUALITY ASSURANCE (m/f/x)," Anif, Österreich                ","['qa', 'testing', 'api', 'sql', 'automated-tests']"
657,Miss Moneypenny Technologies GmbH                 ,Software Engineer (f/m/d) - Mobile Wallet and Automation SaaS," Berlin, Deutschland                ","['reactjs', 'saas', 'postgresql']"
658,iubenda                 ,Senior Back-end Developer (Remote)," Milan, Italy                ","['kubernetes', 'ruby-on-rails', 'postgresql', 'ruby', 'mysql']"
659,Smartlane GmbH                 ,Backend Engineer (m/f/d)," München, Germany                ","['python', 'postgresql', 'flask', 'docker', 'kubernetes']"
660,Serrala                 ,Java Backend Developer (m/f/d)," Hamburg, Deutschland                ","['java', 'spring', 'java-ee', 'hibernate', 'kubernetes']"
661,Service Power                         ,Java Software Engineer," Stockport, UK                ","['java', 'j2ee', 'spring', 'jquery', 'javascript']"
662,ByteDance                 ,"Backend Software Engineer, Machine Learning Systems", Singapore                ,"['python', 'golang', 'tensorflow', 'kubernetes', 'pytorch']"
663,"Lead Sherpa, Inc.                 ",VP of Engineering for Profitable SaaS," Denver, CO                ","['django', 'python', 'reactjs', 'postgresql', 'javascript']"
664,Delicious Data GmbH                 ,Backend Engineer (m/f/d)," München, Deutschland                ","['django', 'postgresql', 'redis']"
665,GeoPhy                 ,Senior Full-Stack PHP Developer," Den Haag, Netherlands                ","['php', 'amazon-web-services', 'vue.js', 'laravel', 'postgresql']"
666,BetterDoc                 ,"Mid-Level Developer (Elixir / Ruby) - Backend, Frontend and beyond"," Cologne, Germany                ","['elixir', 'ruby-on-rails', 'kubernetes', 'microservices', 'amazon-web-services']"
667,sonnen GmbH                 ,Python Backend Developer (m/w/d)," Wildpoldsried, Deutschland                ","['python', 'django', 'postgresql', 'devops', 'aws-lambda']"
668,Motius GmbH                 ,Cluster Lead Backend Engineering (m/f/d)," München, Deutschland                ","['python', 'django', 'node.js', 'docker', 'amazon-web-services']"
669,travel audience GmbH                 ,(Senior) Backend Engineer at the leading data-driven travel Advertising platform," Berlin, Germany                ","['go', 'cloud', 'postgresql', 'kubernetes', 'grpc']"
670,Leica Geosystems AG                 ,Senior Backend Software Developer (f/m/d)," Zug, Schweiz                ","['machine-learning', 'c#', 'python', 'javascript', 'linux']"
671,Digital Masterplanning                 ,Full Stack Java Script Pro...Who Wants to Dent the Universe, No office location                ,"['javascript', 'vue.js', 'twitter-bootstrap', 'amazon-web-services', 'node.js']"
672,"Lead Sherpa, Inc.                 ",Full Stack Python / Django / React Dev for Awesome Saas," Denver, CO                ","['django', 'reactjs', 'python', 'postgresql', 'javascript']"
673,"Zeplin, Inc                 ","Software Engineer, Developer Experience (API and webhooks)"," San Francisco, CA                ","['api', 'node.js', 'javascript', 'sdk', 'webhooks']"
674,Lastmile Retail                 ,Senior Full-Stack Developer, No office location                ,"['django', 'vue.js', 'amazon-web-services']"
675,Pliancy                 ,Principal Full Stack Engineer," Palo Alto, CA                ","['node.js', 'typescript', 'nestjs', 'vue.js', 'google-cloud-platform']"
676,Hyperscience                 ,Senior Software Engineer - Backend," Sofia, Bulgaria                ","['python', 'django', 'api', 'relational-database']"
677,Hubert Burda Media                 ,Fullstack Software Engineer (m/f/d) Python at Netdoktor," München, Deutschland                ","['python', 'django', 'sass', 'javascript', 'xss']"
678,Hubert Burda Media                 ,Backend Developer (m/f/d) at Netdoktor," München, Deutschland                ","['python', 'django', 'docker', 'sql', 'nosql']"
679,ioki GmbH                 ,Senior Backend Software Developer ioki (f/m/d)," Frankfurt am Main, Deutschland                ","['ruby-on-rails', 'ruby', 'api']"
680,Backtracks                 ,Senior Front End Software Developer," Austin, TX                ","['javascript', 'vue.js', 'ecmascript-6', 'node.js', 'typescript']"
681,Axess AG                 ,SOFTWARE ENGINEER FOR QUALITY ASSURANCE (m/f/x)," Anif, Österreich                ","['qa', 'testing', 'api', 'sql', 'automated-tests']"
682,Miss Moneypenny Technologies GmbH                 ,Software Engineer (f/m/d) - Mobile Wallet and Automation SaaS," Berlin, Deutschland                ","['reactjs', 'saas', 'postgresql']"
683,iubenda                 ,Senior Back-end Developer (Remote)," Milan, Italy                ","['kubernetes', 'ruby-on-rails', 'postgresql', 'ruby', 'mysql']"
684,Smartlane GmbH                 ,Backend Engineer (m/f/d)," München, Germany                ","['python', 'postgresql', 'flask', 'docker', 'kubernetes']"
685,Serrala                 ,Java Backend Developer (m/f/d)," Hamburg, Deutschland                ","['java', 'spring', 'java-ee', 'hibernate', 'kubernetes']"
686,Service Power                         ,Java Software Engineer," Stockport, UK                ","['java', 'j2ee', 'spring', 'jquery', 'javascript']"
687,ByteDance                 ,"Backend Software Engineer, Machine Learning Systems", Singapore                ,"['python', 'golang', 'tensorflow', 'kubernetes', 'pytorch']"
688,"Lead Sherpa, Inc.                 ",VP of Engineering for Profitable SaaS," Denver, CO                ","['django', 'python', 'reactjs', 'postgresql', 'javascript']"
689,Delicious Data GmbH                 ,Backend Engineer (m/f/d)," München, Deutschland                ","['django', 'postgresql', 'redis']"
690,GeoPhy                 ,Senior Full-Stack PHP Developer," Den Haag, Netherlands                ","['php', 'amazon-web-services', 'vue.js', 'laravel', 'postgresql']"
691,BetterDoc                 ,"Mid-Level Developer (Elixir / Ruby) - Backend, Frontend and beyond"," Cologne, Germany                ","['elixir', 'ruby-on-rails', 'kubernetes', 'microservices', 'amazon-web-services']"
692,sonnen GmbH                 ,Python Backend Developer (m/w/d)," Wildpoldsried, Deutschland                ","['python', 'django', 'postgresql', 'devops', 'aws-lambda']"
693,Motius GmbH                 ,Cluster Lead Backend Engineering (m/f/d)," München, Deutschland                ","['python', 'django', 'node.js', 'docker', 'amazon-web-services']"
694,travel audience GmbH                 ,(Senior) Backend Engineer at the leading data-driven travel Advertising platform," Berlin, Germany                ","['go', 'cloud', 'postgresql', 'kubernetes', 'grpc']"
695,Leica Geosystems AG                 ,Senior Backend Software Developer (f/m/d)," Zug, Schweiz                ","['machine-learning', 'c#', 'python', 'javascript', 'linux']"
696,Digital Masterplanning                 ,Full Stack Java Script Pro...Who Wants to Dent the Universe, No office location                ,"['javascript', 'vue.js', 'twitter-bootstrap', 'amazon-web-services', 'node.js']"
697,"Lead Sherpa, Inc.                 ",Full Stack Python / Django / React Dev for Awesome Saas," Denver, CO                ","['django', 'reactjs', 'python', 'postgresql', 'javascript']"
698,"Zeplin, Inc                 ","Software Engineer, Developer Experience (API and webhooks)"," San Francisco, CA                ","['api', 'node.js', 'javascript', 'sdk', 'webhooks']"
699,Lastmile Retail                 ,Senior Full-Stack Developer, No office location                ,"['django', 'vue.js', 'amazon-web-services']"
700,Pliancy                 ,Principal Full Stack Engineer," Palo Alto, CA                ","['node.js', 'typescript', 'nestjs', 'vue.js', 'google-cloud-platform']"
701,Hyperscience                 ,Senior Software Engineer - Backend," Sofia, Bulgaria                ","['python', 'django', 'api', 'relational-database']"
702,Hubert Burda Media                 ,Fullstack Software Engineer (m/f/d) Python at Netdoktor," München, Deutschland                ","['python', 'django', 'sass', 'javascript', 'xss']"
703,Hubert Burda Media                 ,Backend Developer (m/f/d) at Netdoktor," München, Deutschland                ","['python', 'django', 'docker', 'sql', 'nosql']"
704,ioki GmbH                 ,Senior Backend Software Developer ioki (f/m/d)," Frankfurt am Main, Deutschland                ","['ruby-on-rails', 'ruby', 'api']"
705,Backtracks                 ,Senior Front End Software Developer," Austin, TX                ","['javascript', 'vue.js', 'ecmascript-6', 'node.js', 'typescript']"
706,Axess AG                 ,SOFTWARE ENGINEER FOR QUALITY ASSURANCE (m/f/x)," Anif, Österreich                ","['qa', 'testing', 'api', 'sql', 'automated-tests']"
707,Miss Moneypenny Technologies GmbH                 ,Software Engineer (f/m/d) - Mobile Wallet and Automation SaaS," Berlin, Deutschland                ","['reactjs', 'saas', 'postgresql']"
708,iubenda                 ,Senior Back-end Developer (Remote)," Milan, Italy                ","['kubernetes', 'ruby-on-rails', 'postgresql', 'ruby', 'mysql']"
709,Smartlane GmbH                 ,Backend Engineer (m/f/d)," München, Germany                ","['python', 'postgresql', 'flask', 'docker', 'kubernetes']"
710,Serrala                 ,Java Backend Developer (m/f/d)," Hamburg, Deutschland                ","['java', 'spring', 'java-ee', 'hibernate', 'kubernetes']"
711,Service Power                         ,Java Software Engineer," Stockport, UK                ","['java', 'j2ee', 'spring', 'jquery', 'javascript']"
712,ByteDance                 ,"Backend Software Engineer, Machine Learning Systems", Singapore                ,"['python', 'golang', 'tensorflow', 'kubernetes', 'pytorch']"
713,"Lead Sherpa, Inc.                 ",VP of Engineering for Profitable SaaS," Denver, CO                ","['django', 'python', 'reactjs', 'postgresql', 'javascript']"
714,Delicious Data GmbH                 ,Backend Engineer (m/f/d)," München, Deutschland                ","['django', 'postgresql', 'redis']"
715,GeoPhy                 ,Senior Full-Stack PHP Developer," Den Haag, Netherlands                ","['php', 'amazon-web-services', 'vue.js', 'laravel', 'postgresql']"
716,BetterDoc                 ,"Mid-Level Developer (Elixir / Ruby) - Backend, Frontend and beyond"," Cologne, Germany                ","['elixir', 'ruby-on-rails', 'kubernetes', 'microservices', 'amazon-web-services']"
717,sonnen GmbH                 ,Python Backend Developer (m/w/d)," Wildpoldsried, Deutschland                ","['python', 'django', 'postgresql', 'devops', 'aws-lambda']"
718,Motius GmbH                 ,Cluster Lead Backend Engineering (m/f/d)," München, Deutschland                ","['python', 'django', 'node.js', 'docker', 'amazon-web-services']"
719,travel audience GmbH                 ,(Senior) Backend Engineer at the leading data-driven travel Advertising platform," Berlin, Germany                ","['go', 'cloud', 'postgresql', 'kubernetes', 'grpc']"
720,Leica Geosystems AG                 ,Senior Backend Software Developer (f/m/d)," Zug, Schweiz                ","['machine-learning', 'c#', 'python', 'javascript', 'linux']"
721,Digital Masterplanning                 ,Full Stack Java Script Pro...Who Wants to Dent the Universe, No office location                ,"['javascript', 'vue.js', 'twitter-bootstrap', 'amazon-web-services', 'node.js']"
722,"Lead Sherpa, Inc.                 ",Full Stack Python / Django / React Dev for Awesome Saas," Denver, CO                ","['django', 'reactjs', 'python', 'postgresql', 'javascript']"
723,"Zeplin, Inc                 ","Software Engineer, Developer Experience (API and webhooks)"," San Francisco, CA                ","['api', 'node.js', 'javascript', 'sdk', 'webhooks']"
724,Lastmile Retail                 ,Senior Full-Stack Developer, No office location                ,"['django', 'vue.js', 'amazon-web-services']"
725,Pliancy                 ,Principal Full Stack Engineer," Palo Alto, CA                ","['node.js', 'typescript', 'nestjs', 'vue.js', 'google-cloud-platform']"
726,Hyperscience                 ,Senior Software Engineer - Backend," Sofia, Bulgaria                ","['python', 'django', 'api', 'relational-database']"
727,Hubert Burda Media                 ,Fullstack Software Engineer (m/f/d) Python at Netdoktor," München, Deutschland                ","['python', 'django', 'sass', 'javascript', 'xss']"
728,Hubert Burda Media                 ,Backend Developer (m/f/d) at Netdoktor," München, Deutschland                ","['python', 'django', 'docker', 'sql', 'nosql']"
729,ioki GmbH                 ,Senior Backend Software Developer ioki (f/m/d)," Frankfurt am Main, Deutschland                ","['ruby-on-rails', 'ruby', 'api']"
730,Backtracks                 ,Senior Front End Software Developer," Austin, TX                ","['javascript', 'vue.js', 'ecmascript-6', 'node.js', 'typescript']"
731,Axess AG                 ,SOFTWARE ENGINEER FOR QUALITY ASSURANCE (m/f/x)," Anif, Österreich                ","['qa', 'testing', 'api', 'sql', 'automated-tests']"
732,Miss Moneypenny Technologies GmbH                 ,Software Engineer (f/m/d) - Mobile Wallet and Automation SaaS," Berlin, Deutschland                ","['reactjs', 'saas', 'postgresql']"
733,iubenda                 ,Senior Back-end Developer (Remote)," Milan, Italy                ","['kubernetes', 'ruby-on-rails', 'postgresql', 'ruby', 'mysql']"
734,Smartlane GmbH                 ,Backend Engineer (m/f/d)," München, Germany                ","['python', 'postgresql', 'flask', 'docker', 'kubernetes']"
735,Serrala                 ,Java Backend Developer (m/f/d)," Hamburg, Deutschland                ","['java', 'spring', 'java-ee', 'hibernate', 'kubernetes']"
736,Service Power                         ,Java Software Engineer," Stockport, UK                ","['java', 'j2ee', 'spring', 'jquery', 'javascript']"
737,ByteDance                 ,"Backend Software Engineer, Machine Learning Systems", Singapore                ,"['python', 'golang', 'tensorflow', 'kubernetes', 'pytorch']"
738,"Lead Sherpa, Inc.                 ",VP of Engineering for Profitable SaaS," Denver, CO                ","['django', 'python', 'reactjs', 'postgresql', 'javascript']"
739,Delicious Data GmbH                 ,Backend Engineer (m/f/d)," München, Deutschland                ","['django', 'postgresql', 'redis']"
740,GeoPhy                 ,Senior Full-Stack PHP Developer," Den Haag, Netherlands                ","['php', 'amazon-web-services', 'vue.js', 'laravel', 'postgresql']"
741,BetterDoc                 ,"Mid-Level Developer (Elixir / Ruby) - Backend, Frontend and beyond"," Cologne, Germany                ","['elixir', 'ruby-on-rails', 'kubernetes', 'microservices', 'amazon-web-services']"
742,sonnen GmbH                 ,Python Backend Developer (m/w/d)," Wildpoldsried, Deutschland                ","['python', 'django', 'postgresql', 'devops', 'aws-lambda']"
743,Motius GmbH                 ,Cluster Lead Backend Engineering (m/f/d)," München, Deutschland                ","['python', 'django', 'node.js', 'docker', 'amazon-web-services']"
744,travel audience GmbH                 ,(Senior) Backend Engineer at the leading data-driven travel Advertising platform," Berlin, Germany                ","['go', 'cloud', 'postgresql', 'kubernetes', 'grpc']"
745,Leica Geosystems AG                 ,Senior Backend Software Developer (f/m/d)," Zug, Schweiz                ","['machine-learning', 'c#', 'python', 'javascript', 'linux']"
746,Digital Masterplanning                 ,Full Stack Java Script Pro...Who Wants to Dent the Universe, No office location                ,"['javascript', 'vue.js', 'twitter-bootstrap', 'amazon-web-services', 'node.js']"
747,"Lead Sherpa, Inc.                 ",Full Stack Python / Django / React Dev for Awesome Saas," Denver, CO                ","['django', 'reactjs', 'python', 'postgresql', 'javascript']"
748,"Zeplin, Inc                 ","Software Engineer, Developer Experience (API and webhooks)"," San Francisco, CA                ","['api', 'node.js', 'javascript', 'sdk', 'webhooks']"
749,Lastmile Retail                 ,Senior Full-Stack Developer, No office location                ,"['django', 'vue.js', 'amazon-web-services']"
750,Pliancy                 ,Principal Full Stack Engineer," Palo Alto, CA                ","['node.js', 'typescript', 'nestjs', 'vue.js', 'google-cloud-platform']"
751,Hyperscience                 ,Senior Software Engineer - Backend," Sofia, Bulgaria                ","['python', 'django', 'api', 'relational-database']"
752,Hubert Burda Media                 ,Fullstack Software Engineer (m/f/d) Python at Netdoktor," München, Deutschland                ","['python', 'django', 'sass', 'javascript', 'xss']"
753,Hubert Burda Media                 ,Backend Developer (m/f/d) at Netdoktor," München, Deutschland                ","['python', 'django', 'docker', 'sql', 'nosql']"
754,ioki GmbH                 ,Senior Backend Software Developer ioki (f/m/d)," Frankfurt am Main, Deutschland                ","['ruby-on-rails', 'ruby', 'api']"
755,Backtracks                 ,Senior Front End Software Developer," Austin, TX                ","['javascript', 'vue.js', 'ecmascript-6', 'node.js', 'typescript']"
756,Axess AG                 ,SOFTWARE ENGINEER FOR QUALITY ASSURANCE (m/f/x)," Anif, Österreich                ","['qa', 'testing', 'api', 'sql', 'automated-tests']"
757,Miss Moneypenny Technologies GmbH                 ,Software Engineer (f/m/d) - Mobile Wallet and Automation SaaS," Berlin, Deutschland                ","['reactjs', 'saas', 'postgresql']"
758,iubenda                 ,Senior Back-end Developer (Remote)," Milan, Italy                ","['kubernetes', 'ruby-on-rails', 'postgresql', 'ruby', 'mysql']"
759,Smartlane GmbH                 ,Backend Engineer (m/f/d)," München, Germany                ","['python', 'postgresql', 'flask', 'docker', 'kubernetes']"
760,Serrala                 ,Java Backend Developer (m/f/d)," Hamburg, Deutschland                ","['java', 'spring', 'java-ee', 'hibernate', 'kubernetes']"
761,Service Power                         ,Java Software Engineer," Stockport, UK                ","['java', 'j2ee', 'spring', 'jquery', 'javascript']"
762,ByteDance                 ,"Backend Software Engineer, Machine Learning Systems", Singapore                ,"['python', 'golang', 'tensorflow', 'kubernetes', 'pytorch']"
763,"Lead Sherpa, Inc.                 ",VP of Engineering for Profitable SaaS," Denver, CO                ","['django', 'python', 'reactjs', 'postgresql', 'javascript']"
764,Delicious Data GmbH                 ,Backend Engineer (m/f/d)," München, Deutschland                ","['django', 'postgresql', 'redis']"
765,GeoPhy                 ,Senior Full-Stack PHP Developer," Den Haag, Netherlands                ","['php', 'amazon-web-services', 'vue.js', 'laravel', 'postgresql']"
766,BetterDoc                 ,"Mid-Level Developer (Elixir / Ruby) - Backend, Frontend and beyond"," Cologne, Germany                ","['elixir', 'ruby-on-rails', 'kubernetes', 'microservices', 'amazon-web-services']"
767,sonnen GmbH                 ,Python Backend Developer (m/w/d)," Wildpoldsried, Deutschland                ","['python', 'django', 'postgresql', 'devops', 'aws-lambda']"
768,Motius GmbH                 ,Cluster Lead Backend Engineering (m/f/d)," München, Deutschland                ","['python', 'django', 'node.js', 'docker', 'amazon-web-services']"
769,travel audience GmbH                 ,(Senior) Backend Engineer at the leading data-driven travel Advertising platform," Berlin, Germany                ","['go', 'cloud', 'postgresql', 'kubernetes', 'grpc']"
770,Leica Geosystems AG                 ,Senior Backend Software Developer (f/m/d)," Zug, Schweiz                ","['machine-learning', 'c#', 'python', 'javascript', 'linux']"
771,Digital Masterplanning                 ,Full Stack Java Script Pro...Who Wants to Dent the Universe, No office location                ,"['javascript', 'vue.js', 'twitter-bootstrap', 'amazon-web-services', 'node.js']"
772,"Lead Sherpa, Inc.                 ",Full Stack Python / Django / React Dev for Awesome Saas," Denver, CO                ","['django', 'reactjs', 'python', 'postgresql', 'javascript']"
773,"Zeplin, Inc                 ","Software Engineer, Developer Experience (API and webhooks)"," San Francisco, CA                ","['api', 'node.js', 'javascript', 'sdk', 'webhooks']"
774,Lastmile Retail                 ,Senior Full-Stack Developer, No office location                ,"['django', 'vue.js', 'amazon-web-services']"
775,Pliancy                 ,Principal Full Stack Engineer," Palo Alto, CA                ","['node.js', 'typescript', 'nestjs', 'vue.js', 'google-cloud-platform']"
776,Hyperscience                 ,Senior Software Engineer - Backend," Sofia, Bulgaria                ","['python', 'django', 'api', 'relational-database']"
777,Hubert Burda Media                 ,Fullstack Software Engineer (m/f/d) Python at Netdoktor," München, Deutschland                ","['python', 'django', 'sass', 'javascript', 'xss']"
778,Hubert Burda Media                 ,Backend Developer (m/f/d) at Netdoktor," München, Deutschland                ","['python', 'django', 'docker', 'sql', 'nosql']"
779,ioki GmbH                 ,Senior Backend Software Developer ioki (f/m/d)," Frankfurt am Main, Deutschland                ","['ruby-on-rails', 'ruby', 'api']"
780,Backtracks                 ,Senior Front End Software Developer," Austin, TX                ","['javascript', 'vue.js', 'ecmascript-6', 'node.js', 'typescript']"
781,Axess AG                 ,SOFTWARE ENGINEER FOR QUALITY ASSURANCE (m/f/x)," Anif, Österreich                ","['qa', 'testing', 'api', 'sql', 'automated-tests']"
782,Miss Moneypenny Technologies GmbH                 ,Software Engineer (f/m/d) - Mobile Wallet and Automation SaaS," Berlin, Deutschland                ","['reactjs', 'saas', 'postgresql']"
783,iubenda                 ,Senior Back-end Developer (Remote)," Milan, Italy                ","['kubernetes', 'ruby-on-rails', 'postgresql', 'ruby', 'mysql']"
784,Smartlane GmbH                 ,Backend Engineer (m/f/d)," München, Germany                ","['python', 'postgresql', 'flask', 'docker', 'kubernetes']"
785,Serrala                 ,Java Backend Developer (m/f/d)," Hamburg, Deutschland                ","['java', 'spring', 'java-ee', 'hibernate', 'kubernetes']"
786,Service Power                         ,Java Software Engineer," Stockport, UK                ","['java', 'j2ee', 'spring', 'jquery', 'javascript']"
787,ByteDance                 ,"Backend Software Engineer, Machine Learning Systems", Singapore                ,"['python', 'golang', 'tensorflow', 'kubernetes', 'pytorch']"
